"","time","adi_ecg","adi_finger","adi_fro","ard_fro","ibi","id"
"101132",101.131,0.7875,-0.0061875,4.9175,4.951719,0.890000000000001,"002"
"102005",102.004,0.81875,-0.0059375,4.920625,4.952031,0.873000000000005,"002"
"102817",102.816,0.778125,-0.0063125,4.932188,4.951406,0.811999999999998,"002"
"103695",103.694,0.821875,-0.0051875,4.925,4.951563,0.878,"002"
"104599",104.598,0.634375,-0.005125,4.930625,4.951563,0.903999999999996,"002"
"105462",105.461,0.690625,-0.006875,4.928125,4.951719,0.863,"002"
"106274",106.273,0.646875,-0.004125,4.932188,4.952656,0.811999999999998,"002"
"107165",107.164,0.8125,-0.0048125,4.925937,4.952656,0.891000000000005,"002"
"108069",108.068,0.8625,-0.00525,4.922187,4.952344,0.903999999999996,"002"
"108895",108.894,0.734375,-0.0049375,4.93125,4.951875,0.826000000000008,"002"
"109768",109.767,0.78125,-0.004875,4.911875,4.951875,0.87299999999999,"002"
"110656",110.655,0.628125,-0.0063125,4.937188,4.952188,0.888000000000005,"002"
"111507",111.506,0.89375,-0.0063125,4.91875,4.354687,0.850999999999999,"002"
"112307",112.306,0.940625,-0.0050625,4.9025,4.951875,0.799999999999997,"002"
"113168",113.167,0.8625,-0.0049375,4.924688,4.952031,0.861000000000004,"002"
"114089",114.088,0.853125,-0.00425,4.902188,4.952656,0.920999999999992,"002"
"115005",115.004,0.771875,-0.00575,4.934687,4.952188,0.916000000000011,"002"
"115849",115.848,0.909375,-0.005125,4.90125,4.951875,0.843999999999994,"002"
"116767",116.766,0.753125,-0.0049375,4.93625,4.95125,0.918000000000006,"002"
"117688",117.687,0.821875,-0.0063125,4.93625,4.951719,0.920999999999992,"002"
"118556",118.555,0.8375,-0.0050625,4.935313,4.952344,0.868000000000009,"002"
"119431",119.43,0.890625,-0.0045,4.925313,4.951719,0.875,"002"
"120347",120.346,0.83125,-0.0046875,4.9125,4.951719,0.915999999999997,"002"
"121246",121.245,0.934375,-0.0041875,4.9075,4.952031,0.899000000000001,"002"
"122072",122.071,0.890625,-0.0049375,4.941562,4.952188,0.825999999999993,"002"
"122948",122.947,0.775,-0.0053125,4.939687,4.9525,0.876000000000005,"002"
"123849",123.848,0.78125,-0.00575,4.923438,4.951563,0.900999999999996,"002"
"124737",124.736,0.790625,-0.0048125,4.922187,4.952031,0.888000000000005,"002"
"125593",125.592,0.81875,-0.0063125,4.913125,4.952031,0.855999999999995,"002"
"126544",126.543,0.878125,-0.0043125,4.904688,4.951875,0.951000000000008,"002"
"127432",127.431,0.775,-0.00375,4.932188,4.952813,0.887999999999991,"002"
"128253",128.252,0.834375,-0.005125,4.910625,4.952031,0.821000000000012,"002"
"129175",129.174,0.76875,-0.0044375,4.9275,4.952188,0.921999999999997,"002"
"130112",130.111,0.7875,-0.0050625,4.92625,4.951875,0.936999999999983,"002"
"131021",131.02,0.815625,-0.0038125,4.934063,4.9525,0.90900000000002,"002"
"131820",131.819,0.81875,-0.0049375,4.930313,4.95375,0.798999999999978,"002"
"132694",132.693,0.78125,-0.0058125,4.932812,4.952344,0.874000000000024,"002"
"133557",133.556,0.853125,-0.0056875,4.900313,4.951875,0.863,"002"
"134378",134.377,0.9625,-0.0055,4.882187,4.952188,0.820999999999998,"002"
"135213",135.212,0.834375,-0.0055,4.925937,4.951406,0.83499999999998,"002"
"136096",136.095,0.85,-0.00525,4.899687,4.951875,0.88300000000001,"002"
"136990",136.989,0.8125,-0.0063125,4.916563,4.952031,0.894000000000005,"002"
"137797",137.796,0.94375,-0.0065625,4.897188,4.951875,0.806999999999988,"002"
"138637",138.636,0.828125,-0.006,4.919688,4.950625,0.840000000000003,"002"
"139515",139.514,0.734375,-0.0063125,4.922813,4.951563,0.878000000000014,"002"
"140352",140.351,0.890625,-0.00525,4.919688,4.953125,0.836999999999989,"002"
"141164",141.163,0.7875,-0.005875,4.921563,4.951719,0.812000000000012,"002"
"142039",142.038,0.96875,-0.005625,4.895625,4.958438,0.875,"002"
"142917",142.916,0.85,-0.007,4.938125,4.951875,0.877999999999986,"002"
"143717",143.716,0.9375,-0.006125,4.934687,4.951875,0.800000000000011,"002"
"144562",144.561,0.653125,-0.005,4.929688,4.952969,0.844999999999999,"002"
"145432",145.431,0.7625,-0.0056875,4.915625,4.952344,0.870000000000005,"002"
"146303",146.302,0.853125,-0.005875,4.931875,4.951875,0.870999999999981,"002"
"147124",147.123,0.825,-0.0053125,4.936563,4.952031,0.820999999999998,"002"
"148021",148.02,0.796875,-0.0055625,4.919688,4.952031,0.89700000000002,"002"
"148917",148.916,0.86875,-0.0065,4.92625,4.952344,0.895999999999987,"002"
"149722",149.721,0.925,-0.0080625,4.933438,4.951719,0.805000000000007,"002"
"150507",150.506,0.890625,-0.0055,4.905,4.100156,0.784999999999997,"002"
"151362",151.361,0.615625,-0.0059375,4.937188,4.952344,0.85499999999999,"002"
"152235",152.234,0.703125,-0.0055625,4.924688,4.952344,0.873000000000019,"002"
"153060",153.059,0.671875,-0.0048125,4.938125,4.953125,0.824999999999989,"002"
"153884",153.883,0.7,-0.0065,4.9225,4.9525,0.824000000000012,"002"
"154755",154.754,0.5875,-0.00575,4.935625,4.952031,0.870999999999981,"002"
"155633",155.632,0.8,-0.006625,4.889688,4.952813,0.878000000000014,"002"
"156437",156.436,0.74375,-0.0054375,4.920625,4.951563,0.804000000000002,"002"
