"","time","adi_ecg","adi_finger","adi_fro","ard_fro","ibi","id"
"243183",243.182,0.76875,-0.003125,4.86,0.00046875,0.918999999999983,"001"
"244114",244.113,0.765625,-0.003375,4.220313,0.0009375,0.931000000000012,"001"
"244990",244.989,0.728125,-0.0080625,4.429688,0.00078125,0.876000000000005,"001"
"245836",245.835,0.80625,-0.006,4.860938,0.00046875,0.846000000000004,"001"
"246701",246.7,0.784375,-0.005625,4.859063,0.00046875,0.864999999999981,"001"
"247624",247.623,0.828125,-0.0036875,4.860625,0.00078125,0.923000000000002,"001"
"248610",248.609,0.746875,-0.001,4.860313,0.000625,0.986000000000018,"001"
"249560",249.559,0.778125,0.0029375,4.86,0.00046875,0.949999999999989,"001"
"250515",250.514,0.75625,0.0040625,4.487188,0.00078125,0.955000000000013,"001"
"251485",251.484,0.81875,-0.0158125,4.860938,0.00078125,0.969999999999999,"001"
"252457",252.456,0.728125,-0.0061875,4.85875,0.00078125,0.97199999999998,"001"
"253374",253.373,0.69375,-0.0056875,4.859063,0.000625,0.917000000000002,"001"
"254237",254.236,0.790625,-0.008625,4.86,0.00078125,0.863,"001"
"255107",255.106,0.75,-0.0094375,4.698125,0.000625,0.870000000000005,"001"
"255998",255.997,0.790625,-0.00125,3.975,0.00046875,0.89100000000002,"001"
"256890",256.889,0.778125,-0.004125,4.860938,0.0003125,0.891999999999996,"001"
"257765",257.764,0.796875,-0.0045,4.86,0.000625,0.875,"001"
"258678",258.677,0.84375,-0.0080625,4.700625,0.00078125,0.913000000000011,"001"
"259619",259.618,0.803125,-0.0110625,3.521875,0.00046875,0.940999999999974,"001"
"260566",260.565,0.728125,-0.00625,4.859063,0.00078125,0.947000000000003,"001"
"261480",261.479,0.796875,-0.008875,4.860938,0.00078125,0.913999999999987,"001"
"262433",262.432,0.7125,-0.0106875,4.859375,0.00078125,0.953000000000031,"001"
"263396",263.395,0.8125,-0.0101875,4.86,0.00078125,0.962999999999965,"001"
"264359",264.358,0.8125,-0.00925,4.213438,0.000625,0.963000000000022,"001"
"265320",265.319,0.85,-0.003625,4.860938,0.000625,0.961000000000013,"001"
"266269",266.268,0.75625,-0.0085,4.860313,0.00046875,0.948999999999955,"001"
"267211",267.21,0.81875,-0.0115625,4.860313,0.000625,0.942000000000007,"001"
"268170",268.169,0.75625,-0.0099375,4.859687,0.00078125,0.959000000000003,"001"
"269136",269.135,0.8125,-0.0079375,4.859063,0.000625,0.966000000000008,"001"
"270073",270.072,0.74375,-0.003,4.859375,0.00078125,0.937000000000012,"001"
"270960",270.959,0.778125,-0.0045,4.727812,0.00046875,0.887,"001"
"271848",271.847,0.765625,-0.0065625,4.859375,0.00046875,0.887999999999977,"001"
"272781",272.78,0.76875,-0.008125,4.859375,0.00046875,0.932999999999993,"001"
"273759",273.758,0.80625,-0.007125,4.86,0.0009375,0.978000000000009,"001"
"274738",274.737,0.771875,-0.0050625,4.860625,0.000625,0.979000000000042,"001"
"275680",275.679,0.765625,-0.00425,4.02625,0.000625,0.94199999999995,"001"
"276559",276.558,0.771875,-0.0100625,4.860313,0.0003125,0.879000000000019,"001"
"277447",277.446,0.815625,-0.0111875,4.860938,0.000625,0.888000000000034,"001"
"278355",278.354,0.775,-0.0065625,4.293438,0.00046875,0.907999999999959,"001"
"279266",279.265,0.79375,-0.0048125,4.86,0.00046875,0.911000000000001,"001"
"280161",280.16,0.725,-0.00125,4.86,0.00046875,0.895000000000039,"001"
"281008",281.007,0.75,-0.00775,4.86,0.00046875,0.84699999999998,"001"
"281863",281.862,0.80625,-0.0079375,4.577188,0.000625,0.855000000000018,"001"
"282746",282.745,0.81875,-0.006875,4.860625,0.00046875,0.882999999999981,"001"
"283653",283.652,0.790625,0.0068125,4.860625,0.00078125,0.906999999999982,"001"
"284541",284.54,0.7875,0.0025625,4.860625,0.000625,0.888000000000034,"001"
"285428",285.427,0.746875,-0.00875,3.92625,0.000625,0.887,"001"
"286349",286.348,0.759375,-0.0070625,4.666563,0.00078125,0.920999999999992,"001"
"287286",287.285,0.815625,-0.0089375,4.859063,0.000625,0.937000000000012,"001"
"288209",288.208,0.759375,-0.0045625,4.860625,0.00046875,0.923000000000002,"001"
"289076",289.075,0.684375,-0.0075625,3.9025,0.00078125,0.866999999999962,"001"
"289903",289.902,0.765625,-0.00725,4.86,0.00046875,0.826999999999998,"001"
"290739",290.738,0.734375,-0.0081875,3.900625,0.00078125,0.836000000000013,"001"
"291601",291.6,0.846875,-0.0059375,4.860938,0.00078125,0.862000000000023,"001"
"292496",292.495,0.815625,-0.0025625,4.860938,0.000625,0.894999999999982,"001"
"293388",293.387,0.828125,-0.004625,4.86,0.00078125,0.891999999999996,"001"
"294249",294.248,0.746875,-0.0071875,4.86,0.000625,0.86099999999999,"001"
"295153",295.152,0.853125,-0.0063125,4.860625,0.00078125,0.903999999999996,"001"
"296070",296.069,0.865625,-0.004,4.860625,0.00078125,0.91700000000003,"001"
"296958",296.957,0.746875,-0.0029375,4.86,0.000625,0.887999999999977,"001"
"297796",297.795,0.740625,-0.0056875,4.582187,0.00078125,0.838000000000022,"001"
"298638",298.637,0.73125,-0.009125,4.859375,0.000625,0.841999999999985,"001"
"299492",299.491,0.80625,-0.005125,4.860313,0.0009375,0.853999999999985,"001"
